tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
176,AmazonHelp,False,Wed Jul 25 14:23:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,175
177,cust_54,True,Fri Sep 07 20:29:00 +0000 2018,"@AmazonHelp the product I received for order 795613 is completely broken, screen is cracked out of the box.",178,
178,AmazonHelp,False,Sat Sep 08 00:18:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,177
179,cust_60,True,Mon Aug 20 22:25:00 +0000 2018,"@AmazonHelp I was charged twice for order 377312, can someone explain why there are two charges on my card for the same item?",180,
180,AmazonHelp,False,Mon Aug 20 22:57:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,179
181,cust_140,True,Thu Jan 11 14:01:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 262998 has been delayed. Absolutely unacceptable, I want a manager to call me.",182,
182,AmazonHelp,False,Thu Jan 11 16:40:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,181
183,cust_176,True,Thu Dec 14 03:03:00 +0000 2017,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",184,
184,AmazonHelp,False,Thu Dec 14 06:03:00 +0000 2017,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,183
185,cust_251,True,Sun Dec 31 10:19:00 +0000 2017,"@AmazonHelp the product I received for order 629959 is completely broken, screen is cracked out of the box.",186,
186,AmazonHelp,False,Sun Dec 31 14:15:00 +0000 2017,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,185
187,cust_325,True,Sun Mar 04 05:15:00 +0000 2018,Hi @AmazonHelp my package #196781 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,188,
188,AmazonHelp,False,Sun Mar 04 08:52:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,187
189,cust_2,True,Tue Jan 30 10:39:00 +0000 2018,"@AmazonHelp the product I received for order 146228 is completely broken, screen is cracked out of the box.",190,
190,AmazonHelp,False,Tue Jan 30 14:01:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,189
191,cust_135,True,Tue Nov 28 19:55:00 +0000 2017,"@AmazonHelp I was charged twice for order 768061, can someone explain why there are two charges on my card for the same item?",192,
192,AmazonHelp,False,Tue Nov 28 23:09:00 +0000 2017,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,191
193,cust_362,True,Mon Mar 05 17:11:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 678478,194,
194,AmazonHelp,False,Mon Mar 05 19:39:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,193
195,cust_39,True,Mon Sep 10 01:58:00 +0000 2018,Hi @AmazonHelp my package #217308 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,196,
196,AmazonHelp,False,Mon Sep 10 05:49:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,195
197,cust_19,True,Tue Jul 31 20:48:00 +0000 2018,"@AmazonHelp I was charged twice for order 672092, can someone explain why there are two charges on my card for the same item?",198,
198,AmazonHelp,False,Tue Jul 31 22:27:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,197
199,cust_76,True,Tue Mar 06 11:32:00 +0000 2018,"Refund for order 679364 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",200,
200,AmazonHelp,False,Tue Mar 06 12:09:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,199
201,cust_187,True,Fri Aug 24 07:25:00 +0000 2018,Hi @AmazonHelp my package #423232 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,202,
202,AmazonHelp,False,Fri Aug 24 10:53:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,201
203,cust_108,True,Wed Jun 06 07:59:00 +0000 2018,Hi @AmazonHelp my package #475190 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,204,
204,AmazonHelp,False,Wed Jun 06 09:07:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,203
205,cust_400,True,Sun Apr 22 20:20:00 +0000 2018,@AmazonHelp order 470858 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,206,
206,AmazonHelp,False,Mon Apr 23 00:11:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,205
207,cust_384,True,Sun Nov 26 06:30:00 +0000 2017,"@AmazonHelp requesting a refund for order 750810, item doesn't match the description at all, very disappointed.",208,
208,AmazonHelp,False,Sun Nov 26 07:35:00 +0000 2017,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,207
209,cust_91,True,Fri Aug 17 21:55:00 +0000 2018,"@AmazonHelp I was charged twice for order 938742, can someone explain why there are two charges on my card for the same item?",210,
210,AmazonHelp,False,Fri Aug 17 23:45:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,209
211,cust_378,True,Sun Sep 02 14:17:00 +0000 2018,Hi @AmazonHelp my package #288073 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,212,
212,AmazonHelp,False,Sun Sep 02 15:47:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,211
213,cust_343,True,Sat Aug 11 14:18:00 +0000 2018,"@AmazonHelp requesting a refund for order 941204, item doesn't match the description at all, very disappointed.",214,
214,AmazonHelp,False,Sat Aug 11 17:31:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,213
215,cust_82,True,Sat Jul 14 16:11:00 +0000 2018,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",216,
216,AmazonHelp,False,Sat Jul 14 19:15:00 +0000 2018,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,215
217,cust_20,True,Thu Aug 09 14:30:00 +0000 2018,@AmazonHelp order 501124 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,218,
218,AmazonHelp,False,Thu Aug 09 16:35:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,217
219,cust_236,True,Mon Feb 05 07:21:00 +0000 2018,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",220,
220,AmazonHelp,False,Mon Feb 05 08:44:00 +0000 2018,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,219
221,cust_13,True,Tue May 29 07:27:00 +0000 2018,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",222,
222,AmazonHelp,False,Tue May 29 08:21:00 +0000 2018,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,221
223,cust_143,True,Sat Aug 11 16:49:00 +0000 2018,"@AmazonHelp requesting a refund for order 444207, item doesn't match the description at all, very disappointed.",224,
224,AmazonHelp,False,Sat Aug 11 17:11:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,223
225,cust_329,True,Wed Apr 04 11:15:00 +0000 2018,"@AmazonHelp the product I received for order 468203 is completely broken, screen is cracked out of the box.",226,
226,AmazonHelp,False,Wed Apr 04 13:02:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,225
227,cust_15,True,Sat Nov 11 23:52:00 +0000 2017,"@AmazonHelp this is the THIRD time my order 447235 has been delayed. Absolutely unacceptable, I want a manager to call me.",228,
228,AmazonHelp,False,Sun Nov 12 03:41:00 +0000 2017,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,227
229,cust_298,True,Fri Jan 05 15:40:00 +0000 2018,"@AmazonHelp the product I received for order 287241 is completely broken, screen is cracked out of the box.",230,
230,AmazonHelp,False,Fri Jan 05 15:54:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,229
231,cust_223,True,Sat Feb 03 20:39:00 +0000 2018,@AmazonHelp order 725550 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,232,
232,AmazonHelp,False,Sat Feb 03 23:50:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,231
233,cust_311,True,Thu Apr 05 04:52:00 +0000 2018,"I want to cancel order 557592, I placed it by mistake, how do I do this @AmazonHelp before it ships?",234,
234,AmazonHelp,False,Thu Apr 05 05:26:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,233
235,cust_98,True,Mon Jan 01 17:47:00 +0000 2018,"@AmazonHelp requesting a refund for order 704596, item doesn't match the description at all, very disappointed.",236,
236,AmazonHelp,False,Mon Jan 01 18:03:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,235
237,cust_267,True,Sun Sep 02 23:47:00 +0000 2018,"@AmazonHelp requesting a refund for order 101773, item doesn't match the description at all, very disappointed.",238,
238,AmazonHelp,False,Mon Sep 03 03:18:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,237
239,cust_369,True,Sat Sep 08 08:08:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 820221 has been delayed. Absolutely unacceptable, I want a manager to call me.",240,
240,AmazonHelp,False,Sat Sep 08 11:22:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,239
241,cust_221,True,Thu Oct 26 11:26:00 +0000 2017,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",242,
242,AmazonHelp,False,Thu Oct 26 14:21:00 +0000 2017,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,241
243,cust_161,True,Wed May 30 12:46:00 +0000 2018,"I want to cancel order 753425, I placed it by mistake, how do I do this @AmazonHelp before it ships?",244,
244,AmazonHelp,False,Wed May 30 16:28:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,243
245,cust_154,True,Tue Apr 03 15:18:00 +0000 2018,@AmazonHelp order 854717 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,246,
246,AmazonHelp,False,Tue Apr 03 16:42:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,245
247,cust_207,True,Mon Jun 11 20:18:00 +0000 2018,"@AmazonHelp requesting a refund for order 442027, item doesn't match the description at all, very disappointed.",248,
248,AmazonHelp,False,Mon Jun 11 21:38:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,247
249,cust_99,True,Sat Mar 03 01:54:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 233470 has been delayed. Absolutely unacceptable, I want a manager to call me.",250,
250,AmazonHelp,False,Sat Mar 03 04:49:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,249
251,cust_384,True,Sat Aug 25 16:50:00 +0000 2018,"@AmazonHelp requesting a refund for order 810219, item doesn't match the description at all, very disappointed.",252,
252,AmazonHelp,False,Sat Aug 25 17:39:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,251
253,cust_155,True,Sun Feb 25 20:20:00 +0000 2018,"Refund for order 696750 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",254,
254,AmazonHelp,False,Sun Feb 25 22:45:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,253
255,cust_147,True,Sat Dec 16 12:36:00 +0000 2017,Hi @AmazonHelp my package #418635 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,256,
256,AmazonHelp,False,Sat Dec 16 14:31:00 +0000 2017,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,255
257,cust_336,True,Fri Jan 26 07:51:00 +0000 2018,"Refund for order 736130 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",258,
258,AmazonHelp,False,Fri Jan 26 09:55:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,257
259,cust_346,True,Sun Dec 17 19:21:00 +0000 2017,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 563638,260,
260,AmazonHelp,False,Sun Dec 17 21:36:00 +0000 2017,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,259
261,cust_377,True,Fri Dec 01 18:47:00 +0000 2017,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 932291,262,
262,AmazonHelp,False,Fri Dec 01 21:40:00 +0000 2017,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,261
263,cust_264,True,Wed May 30 16:50:00 +0000 2018,@AmazonHelp order 397571 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,264,
264,AmazonHelp,False,Wed May 30 19:37:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,263
265,cust_48,True,Wed Jul 25 23:29:00 +0000 2018,"Refund for order 451470 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",266,
266,AmazonHelp,False,Thu Jul 26 02:46:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,265
267,cust_159,True,Thu Dec 21 18:56:00 +0000 2017,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",268,
268,AmazonHelp,False,Thu Dec 21 22:27:00 +0000 2017,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,267
269,cust_13,True,Tue Oct 17 19:49:00 +0000 2017,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",270,
270,AmazonHelp,False,Tue Oct 17 20:56:00 +0000 2017,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,269
271,cust_394,True,Fri Oct 27 12:22:00 +0000 2017,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 740967,272,
272,AmazonHelp,False,Fri Oct 27 14:23:00 +0000 2017,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,271
273,cust_295,True,Sun Dec 10 19:00:00 +0000 2017,"@AmazonHelp requesting a refund for order 760356, item doesn't match the description at all, very disappointed.",274,
274,AmazonHelp,False,Sun Dec 10 22:08:00 +0000 2017,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,273
275,cust_205,True,Thu Dec 28 19:58:00 +0000 2017,"@AmazonHelp requesting a refund for order 618392, item doesn't match the description at all, very disappointed.",276,
276,AmazonHelp,False,Thu Dec 28 20:40:00 +0000 2017,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,275
277,cust_395,True,Sun Aug 19 09:18:00 +0000 2018,Hi @AmazonHelp my package #887443 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,278,
278,AmazonHelp,False,Sun Aug 19 09:50:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,277
279,cust_91,True,Fri Jul 20 18:25:00 +0000 2018,"@AmazonHelp requesting a refund for order 329471, item doesn't match the description at all, very disappointed.",280,
280,AmazonHelp,False,Fri Jul 20 21:28:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,279
281,cust_26,True,Sat Apr 21 22:41:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 587115 has been delayed. Absolutely unacceptable, I want a manager to call me.",282,
282,AmazonHelp,False,Sat Apr 21 23:49:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,281
283,cust_69,True,Thu Jul 19 18:53:00 +0000 2018,@AmazonHelp order 578634 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,284,
284,AmazonHelp,False,Thu Jul 19 20:56:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,283
285,cust_305,True,Wed Jan 24 12:35:00 +0000 2018,"@AmazonHelp this is the THIRD time my order 686075 has been delayed. Absolutely unacceptable, I want a manager to call me.",286,
286,AmazonHelp,False,Wed Jan 24 15:53:00 +0000 2018,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,285
287,cust_369,True,Tue Aug 21 18:35:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 742412,288,
288,AmazonHelp,False,Tue Aug 21 20:49:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,287
289,cust_281,True,Mon Mar 12 08:27:00 +0000 2018,"@AmazonHelp requesting a refund for order 970914, item doesn't match the description at all, very disappointed.",290,
290,AmazonHelp,False,Mon Mar 12 12:21:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,289
291,cust_244,True,Tue Mar 13 20:46:00 +0000 2018,"@AmazonHelp I was charged twice for order 879779, can someone explain why there are two charges on my card for the same item?",292,
292,AmazonHelp,False,Tue Mar 13 21:57:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,291
293,cust_327,True,Tue Jan 09 23:11:00 +0000 2018,"Can't log into my account, it keeps saying my password is wrong even after I reset it 3 times @AmazonHelp this is so frustrating",294,
294,AmazonHelp,False,Wed Jan 10 02:32:00 +0000 2018,"Sorry for the trouble logging in! Please try resetting from a private/incognito window, and DM us if it still doesn't work. ^JD",,293
295,cust_321,True,Wed Dec 27 02:33:00 +0000 2017,"@AmazonHelp this is the THIRD time my order 608136 has been delayed. Absolutely unacceptable, I want a manager to call me.",296,
296,AmazonHelp,False,Wed Dec 27 03:48:00 +0000 2017,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,295
297,cust_366,True,Sat Jan 13 00:43:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 181247,298,
298,AmazonHelp,False,Sat Jan 13 01:48:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,297
299,cust_164,True,Wed Aug 22 03:23:00 +0000 2018,"@AmazonHelp the product I received for order 452161 is completely broken, screen is cracked out of the box.",300,
300,AmazonHelp,False,Wed Aug 22 05:46:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,299
301,cust_78,True,Sun Dec 24 04:47:00 +0000 2017,@AmazonHelp order 245095 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,302,
302,AmazonHelp,False,Sun Dec 24 06:30:00 +0000 2017,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,301
303,cust_110,True,Tue Oct 24 09:14:00 +0000 2017,"@AmazonHelp I was charged twice for order 840734, can someone explain why there are two charges on my card for the same item?",304,
304,AmazonHelp,False,Tue Oct 24 11:05:00 +0000 2017,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,303
305,cust_278,True,Mon Mar 19 15:18:00 +0000 2018,"@AmazonHelp requesting a refund for order 446954, item doesn't match the description at all, very disappointed.",306,
306,AmazonHelp,False,Mon Mar 19 17:09:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,305
307,cust_216,True,Mon Feb 19 19:18:00 +0000 2018,Hi @AmazonHelp my package #316881 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,308,
308,AmazonHelp,False,Mon Feb 19 23:14:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,307
309,cust_11,True,Wed Aug 08 22:14:00 +0000 2018,"Refund for order 829308 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",310,
310,AmazonHelp,False,Thu Aug 09 02:04:00 +0000 2018,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,309
311,cust_245,True,Tue Oct 03 03:31:00 +0000 2017,"Refund for order 498858 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",312,
312,AmazonHelp,False,Tue Oct 03 05:06:00 +0000 2017,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,311
313,cust_200,True,Tue Aug 07 17:32:00 +0000 2018,"@AmazonHelp the product I received for order 890075 is completely broken, screen is cracked out of the box.",314,
314,AmazonHelp,False,Tue Aug 07 21:25:00 +0000 2018,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,313
315,cust_383,True,Mon Jun 25 11:19:00 +0000 2018,"@AmazonHelp requesting a refund for order 664365, item doesn't match the description at all, very disappointed.",316,
316,AmazonHelp,False,Mon Jun 25 13:43:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,315
317,cust_250,True,Tue Dec 19 21:20:00 +0000 2017,"Refund for order 331251 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",318,
318,AmazonHelp,False,Tue Dec 19 22:34:00 +0000 2017,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,317
319,cust_15,True,Mon Feb 19 13:53:00 +0000 2018,"@AmazonHelp requesting a refund for order 609232, item doesn't match the description at all, very disappointed.",320,
320,AmazonHelp,False,Mon Feb 19 15:24:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,319
321,cust_85,True,Fri Aug 03 00:27:00 +0000 2018,"@AmazonHelp requesting a refund for order 859359, item doesn't match the description at all, very disappointed.",322,
322,AmazonHelp,False,Fri Aug 03 02:31:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,321
323,cust_274,True,Tue Oct 10 19:38:00 +0000 2017,"@AmazonHelp I was charged twice for order 752483, can someone explain why there are two charges on my card for the same item?",324,
324,AmazonHelp,False,Tue Oct 10 23:35:00 +0000 2017,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,323
325,cust_289,True,Wed May 30 09:22:00 +0000 2018,"@AmazonHelp requesting a refund for order 720644, item doesn't match the description at all, very disappointed.",326,
326,AmazonHelp,False,Wed May 30 09:33:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,325
327,cust_220,True,Sun Nov 19 09:45:00 +0000 2017,@AmazonHelp order 773971 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,328,
328,AmazonHelp,False,Sun Nov 19 13:31:00 +0000 2017,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,327
329,cust_26,True,Wed Jan 03 17:16:00 +0000 2018,Does @AmazonHelp support gift wrapping for electronics orders? Just curious before I place order 290556,330,
330,AmazonHelp,False,Wed Jan 03 18:58:00 +0000 2018,Great question! Gift wrap availability shows on the product page at checkout for eligible items. Let us know if you need more help! ^JD,,329
331,cust_233,True,Sun Jan 28 00:01:00 +0000 2018,"I want to cancel order 321941, I placed it by mistake, how do I do this @AmazonHelp before it ships?",332,
332,AmazonHelp,False,Sun Jan 28 01:32:00 +0000 2018,"No problem, you can cancel from Your Orders if it hasn't shipped yet. If the option isn't there, DM us the order number. ^SM",,331
333,cust_386,True,Wed Sep 12 07:44:00 +0000 2018,"@AmazonHelp requesting a refund for order 391773, item doesn't match the description at all, very disappointed.",334,
334,AmazonHelp,False,Wed Sep 12 11:21:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,333
335,cust_42,True,Wed Mar 21 05:36:00 +0000 2018,"@AmazonHelp requesting a refund for order 364525, item doesn't match the description at all, very disappointed.",336,
336,AmazonHelp,False,Wed Mar 21 05:45:00 +0000 2018,We're sorry to hear that! Please DM your order number and we'll start a refund review right away. ^RT,,335
337,cust_180,True,Thu Dec 21 15:16:00 +0000 2017,"@AmazonHelp this is the THIRD time my order 154615 has been delayed. Absolutely unacceptable, I want a manager to call me.",338,
338,AmazonHelp,False,Thu Dec 21 18:07:00 +0000 2017,We completely understand your frustration and apologize for the repeated delays. Please DM your order number so we can escalate this internally. ^KL,,337
339,cust_334,True,Sun Oct 15 15:46:00 +0000 2017,@AmazonHelp order 919182 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,340,
340,AmazonHelp,False,Sun Oct 15 19:04:00 +0000 2017,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,339
341,cust_103,True,Thu Aug 02 13:17:00 +0000 2018,Hi @AmazonHelp my package #359295 was supposed to arrive 3 days ago and tracking hasn't updated at all. Where is it??,342,
342,AmazonHelp,False,Thu Aug 02 13:27:00 +0000 2018,"Hi there, we're sorry for the delay! Please DM us your order number and zip code so we can look into the tracking for you. ^KL",,341
343,cust_123,True,Wed Nov 15 22:56:00 +0000 2017,"Refund for order 259784 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",344,
344,AmazonHelp,False,Thu Nov 16 01:02:00 +0000 2017,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,343
345,cust_112,True,Mon Mar 19 07:31:00 +0000 2018,@AmazonHelp order 691364 arrived but it's the wrong item entirely. I ordered a blender and got headphones. Need this fixed asap,346,
346,AmazonHelp,False,Mon Mar 19 10:35:00 +0000 2018,So sorry about that mix-up! Please DM your order number and we'll arrange a free return and get the correct item shipped out. ^SM,,345
347,cust_189,True,Fri Dec 01 02:09:00 +0000 2017,"@AmazonHelp the product I received for order 904150 is completely broken, screen is cracked out of the box.",348,
348,AmazonHelp,False,Fri Dec 01 04:49:00 +0000 2017,That's not the experience we want for you — please DM your order number and a photo of the damage so we can send a replacement. ^KL,,347
349,cust_368,True,Sat Nov 11 16:48:00 +0000 2017,"Refund for order 884256 still hasn't shown up after 2 weeks @AmazonHelp, this feels like a scam at this point.",350,
350,AmazonHelp,False,Sat Nov 11 20:12:00 +0000 2017,We're sorry for the wait — refunds can take 3-5 business days once processed. Please DM your order number so we can check the status. ^SM,,349
351,cust_56,True,Sun Apr 29 16:37:00 +0000 2018,"@AmazonHelp I was charged twice for order 426147, can someone explain why there are two charges on my card for the same item?",352,
352,AmazonHelp,False,Sun Apr 29 16:48:00 +0000 2018,We apologize for the confusion — please DM your order ID and the last 4 digits of the card used so we can review the charges. ^RT,,351
353,cust_347,True,Mon Aug 27 14:27:00 +0000 2018,"@AmazonHelp the product I received for order 703766 is completely broken, screen is cracked out of the box.",354,
